werkorder_id,datum,tag,equipment_type,systeem,locatie,werkorder_type,prioriteit,faalmodus,beschrijving,responstijd_uur,reparatietijd_uur,stilstandtijd_uur,materiaalkosten_EUR,arbeidskosten_EUR,totaalkosten_EUR,terugkerend
WO-02535,2025-02-13,VEN-801,ventilator,mechanisch,Utiliteiten,verbetering,medium,lekkage,"Melding ontvangen: ventilator VEN-801 functioneert niet correct. Schoongemaakt en geinspecteerd, geen verdere actie nodig.",12.4,13.1,3.9,179.0,684.0,863.0,0
WO-02536,2024-12-03,ROE-326,roerder,mechanisch,Unit_400,preventief,hoog,lekkage,"Melding ontvangen: roerder ROE-326 functioneert niet correct. Gekalibreerd volgens SOP-716, resultaten binnen spec.",1.2,13.3,4.0,198.0,691.0,889.0,0
WO-02537,2024-10-19,SEN-760,sensor,elektrisch,Unit_400,correctief,medium,breuk,"Operator meldt abnormaal geluid/trilling bij SEN-760 (sensor). Onderdeel besteld, verwachte levertijd 3 dagen. Bypass ingeschakeld.",29.2,2.5,1.4,278.0,166.0,443.0,0
WO-02538,2024-06-23,PAK-899,pakking,piping,Unit_100,preventief,laag,lekkage,"Operator meldt abnormaal geluid/trilling bij PAK-899 (pakking). Vervangen door nieuw onderdeel, getest en vrijgegeven.",37.1,1.8,0.5,165.0,110.0,275.0,0
WO-02539,2024-04-07,KLE-574,klep,instrumentatie,Unit_200,verbetering,medium,sticking,Storing op KLE-574 (klep) in Unit_200. Symptoom: sticking. Root cause analyse uitgevoerd: sticking. Preventieve maatregel ingevoerd.,3.4,14.4,4.3,323.0,1117.0,1440.0,0
WO-02540,2025-07-24,DRU-693,druktransmitter,instrumentatie,Unit_200,preventief,hoog,defect,Tijdens ronde geconstateerd: defect bij DRU-693. Storingsanalyse met trilingsmetingen uitgevoerd. Aanbeveling: vervangen bij volgende stop.,1.0,1.7,0.5,313.0,101.0,414.0,0
WO-02541,2025-12-11,FLE-690,flens,piping,Unit_400,preventief,hoog,storing,"Tijdens ronde geconstateerd: storing bij FLE-690. Elektrische metingen uitgevoerd: isolatie 317.1912713265499 MOhm, binnen spec.",1.5,1.8,0.5,224.0,134.0,358.0,0
WO-02542,2025-02-22,PLC-586,PLC,elektrisch,Unit_200,preventief,hoog,slijtage,"Melding ontvangen: PLC PLC-586 functioneert niet correct. Gerepareerd ter plaatse, lager vervangen en uitgelijnd.",2.0,6.4,1.9,149.0,458.0,607.0,0
WO-02543,2024-03-12,PLC-426,PLC,elektrisch,Unit_200,correctief,laag,storing,Storing op PLC-426 (PLC) in Unit_200. Symptoom: storing. Storingsanalyse met trilingsmetingen uitgevoerd. Aanbeveling: vervangen bij volgende stop.,94.7,4.6,3.7,263.0,250.0,513.0,1
WO-02544,2024-07-29,LEI-899,leiding,piping,Unit_400,predictief,medium,lekkage,"Alarming op DCS voor LEI-899: lekkage gedetecteerd. Elektrische metingen uitgevoerd: isolatie 306.2316703677757 MOhm, binnen spec.",7.3,0.9,0.3,110.0,61.0,171.0,0
WO-02545,2025-01-19,NIV-793,niveaumeter,instrumentatie,Unit_200,correctief,medium,lekkage,Tijdens ronde geconstateerd: lekkage bij NIV-793. Root cause analyse uitgevoerd: lekkage. Preventieve maatregel ingevoerd.,0.1,0.1,0.1,582.0,7.0,588.0,0
WO-02546,2025-07-01,NIV-227,niveaumeter,instrumentatie,Unit_400,correctief,medium,slijtage,"Tijdens ronde geconstateerd: slijtage bij NIV-227. Gekalibreerd volgens SOP-194, resultaten binnen spec.",3.9,6.1,8.9,760.0,453.0,1213.0,0
WO-02547,2025-08-22,SCH-932,schakelaar,elektrisch,Unit_100,preventief,medium,storing,"Alarming op DCS voor SCH-932: storing gedetecteerd. Tijdelijke reparatie uitgevoerd, definitieve reparatie gepland voor volgende stop.",28.0,0.8,0.2,557.0,44.0,601.0,0
WO-02548,2025-03-21,SCH-996,schakelaar,elektrisch,Unit_300,correctief,laag,storing,Tijdens ronde geconstateerd: storing bij SCH-996. Root cause analyse uitgevoerd: storing. Preventieve maatregel ingevoerd.,29.8,1.5,1.2,730.0,98.0,827.0,0
WO-02549,2025-02-14,CEN-156,centrifuge,mechanisch,Unit_400,predictief,medium,defect,"Storing op CEN-156 (centrifuge) in Unit_400. Symptoom: defect. Onderdeel besteld, verwachte levertijd 10 dagen. Bypass ingeschakeld.",4.2,8.6,2.6,523.0,611.0,1135.0,0
WO-02550,2024-04-04,CEN-992,centrifuge,mechanisch,Unit_100,inspectie,medium,veroudering,"Tijdens ronde geconstateerd: veroudering bij CEN-992. Tijdelijke reparatie uitgevoerd, definitieve reparatie gepland voor volgende stop.",11.9,0.5,0.2,87.0,39.0,126.0,0
WO-02551,2024-01-26,SCH-419,schakelaar,elektrisch,Unit_200,verbetering,hoog,defect,"Alarming op DCS voor SCH-419: defect gedetecteerd. Onderdeel besteld, verwachte levertijd 19 dagen. Bypass ingeschakeld.",0.3,12.9,3.9,393.0,699.0,1092.0,0
WO-02552,2024-11-04,SCH-256,schakelaar,elektrisch,Unit_300,predictief,hoog,slijtage,"Storing op SCH-256 (schakelaar) in Unit_300. Symptoom: slijtage. Elektrische metingen uitgevoerd: isolatie 273.69921843185705 MOhm, binnen spec.",11.2,0.3,0.1,780.0,16.0,797.0,0
WO-02553,2025-08-31,NIV-395,niveaumeter,instrumentatie,Unit_200,correctief,hoog,defect,"Melding ontvangen: niveaumeter NIV-395 functioneert niet correct. Schoongemaakt en geinspecteerd, geen verdere actie nodig.",1.3,5.5,5.1,52.0,297.0,350.0,1
WO-02554,2025-12-13,ROE-358,roerder,mechanisch,Unit_200,correctief,medium,slijtage,Melding ontvangen: roerder ROE-358 functioneert niet correct. Lekkage afgedicht met nieuwe pakking. Leidingtest uitgevoerd bij 23.808510991714773 bar.,0.2,5.8,3.9,213.0,296.0,510.0,0
WO-02555,2024-01-10,FIL-430,filter,piping,Utiliteiten,preventief,medium,lekkage,"Melding ontvangen: filter FIL-430 functioneert niet correct. Schoongemaakt en geinspecteerd, geen verdere actie nodig.",2.1,18.7,5.6,369.0,1471.0,1840.0,0
WO-02556,2025-07-17,POM-368,pomp,mechanisch,Unit_300,preventief,laag,afdichtingslek,Melding ontvangen: pomp POM-368 functioneert niet correct. Storingsanalyse met trilingsmetingen uitgevoerd. Aanbeveling: vervangen bij volgende stop.,100.8,0.4,0.1,145.0,19.0,164.0,0
WO-02557,2024-12-03,FLO-763,flowmeter,instrumentatie,Utiliteiten,preventief,laag,lekkage,"Melding ontvangen: flowmeter FLO-763 functioneert niet correct. Schoongemaakt en geinspecteerd, geen verdere actie nodig.",20.6,2.0,0.6,259.0,149.0,408.0,0
WO-02558,2024-05-01,KLE-258,klep,instrumentatie,Unit_400,preventief,medium,sticking,"Alarming op DCS voor KLE-258: sticking gedetecteerd. Elektrische metingen uitgevoerd: isolatie 495.2060465445537 MOhm, binnen spec.",8.2,1.0,0.3,163.0,57.0,220.0,0
WO-02559,2024-11-13,KLE-724,klep,instrumentatie,Utiliteiten,verbetering,medium,actuator defect,"Alarming op DCS voor KLE-724: actuator defect gedetecteerd. Onderdeel besteld, verwachte levertijd 29 dagen. Bypass ingeschakeld.",2.9,19.1,5.7,383.0,1418.0,1801.0,0
WO-02560,2025-05-22,FRE-220,frequentieregelaar,elektrisch,Utiliteiten,verbetering,kritiek,storing,"Operator meldt abnormaal geluid/trilling bij FRE-220 (frequentieregelaar). Schoongemaakt en geinspecteerd, geen verdere actie nodig.",1.3,2.3,0.7,134.0,149.0,284.0,0
WO-02561,2024-08-26,CEN-826,centrifuge,mechanisch,Unit_300,correctief,medium,slijtage,Melding ontvangen: centrifuge CEN-826 functioneert niet correct. Storingsanalyse met trilingsmetingen uitgevoerd. Aanbeveling: vervangen bij volgende stop.,2.4,0.1,0.2,528.0,10.0,538.0,0
WO-02562,2025-10-16,POM-986,pomp,mechanisch,Utiliteiten,correctief,medium,afdichtingslek,"Melding ontvangen: pomp POM-986 functioneert niet correct. Schoongemaakt en geinspecteerd, geen verdere actie nodig.",2.0,5.0,3.0,170.0,252.0,422.0,0
WO-02563,2025-03-01,FLE-291,flens,piping,Utiliteiten,correctief,laag,slijtage,"Storing op FLE-291 (flens) in Utiliteiten. Symptoom: slijtage. Tijdelijke reparatie uitgevoerd, definitieve reparatie gepland voor volgende stop.",87.7,4.3,3.4,238.0,307.0,545.0,0
WO-02564,2025-01-17,FLO-359,flowmeter,instrumentatie,Unit_400,preventief,hoog,defect,Operator meldt abnormaal geluid/trilling bij FLO-359 (flowmeter). Storingsanalyse met trilingsmetingen uitgevoerd. Aanbeveling: vervangen bij volgende stop.,0.2,13.0,3.9,60.0,712.0,773.0,0
WO-02565,2025-04-26,POM-697,pomp,mechanisch,Unit_300,preventief,medium,impeller slijtage,"Operator meldt abnormaal geluid/trilling bij POM-697 (pomp). Vervangen door nieuw onderdeel, getest en vrijgegeven.",4.4,0.8,0.2,691.0,39.0,730.0,0
WO-02566,2024-10-29,COM-573,compressor,mechanisch,Unit_300,preventief,hoog,olie lek,Storing op COM-573 (compressor) in Unit_300. Symptoom: olie lek. Storingsanalyse met trilingsmetingen uitgevoerd. Aanbeveling: vervangen bij volgende stop.,0.4,8.8,2.6,143.0,542.0,685.0,0
WO-02567,2024-06-07,VEN-821,ventilator,mechanisch,Unit_300,correctief,medium,slijtage,"Operator meldt abnormaal geluid/trilling bij VEN-821 (ventilator). Gekalibreerd volgens SOP-782, resultaten binnen spec.",8.1,13.0,17.9,64.0,711.0,775.0,0
WO-02568,2025-09-26,TEM-115,temperatuursensor,instrumentatie,Utiliteiten,preventief,medium,lekkage,"Melding ontvangen: temperatuursensor TEM-115 functioneert niet correct. Schoongemaakt en geinspecteerd, geen verdere actie nodig.",3.3,1.0,0.3,68.0,70.0,139.0,1
WO-02569,2024-01-23,KLE-621,klep,instrumentatie,Unit_100,verbetering,kritiek,actuator defect,"Melding ontvangen: klep KLE-621 functioneert niet correct. Gekalibreerd volgens SOP-580, resultaten binnen spec.",0.9,2.9,0.9,211.0,207.0,418.0,0
WO-02570,2025-07-11,ANA-488,analyzer,instrumentatie,Unit_300,correctief,medium,defect,"Storing op ANA-488 (analyzer) in Unit_300. Symptoom: defect. Schoongemaakt en geinspecteerd, geen verdere actie nodig.",3.2,2.4,1.5,138.0,167.0,306.0,0
WO-02571,2025-09-03,FLO-977,flowmeter,instrumentatie,Utiliteiten,inspectie,medium,defect,"Alarming op DCS voor FLO-977: defect gedetecteerd. Schoongemaakt en geinspecteerd, geen verdere actie nodig.",10.3,4.4,1.3,213.0,296.0,509.0,0
WO-02572,2024-06-16,COM-690,compressor,mechanisch,Unit_400,preventief,medium,klep defect,Melding ontvangen: compressor COM-690 functioneert niet correct. Lekkage afgedicht met nieuwe pakking. Leidingtest uitgevoerd bij 13.700252145076037 bar.,2.8,4.0,1.2,536.0,257.0,793.0,0
WO-02573,2025-10-20,CEN-722,centrifuge,mechanisch,Unit_200,correctief,kritiek,storing,Melding ontvangen: centrifuge CEN-722 functioneert niet correct. Storingsanalyse met trilingsmetingen uitgevoerd. Aanbeveling: vervangen bij volgende stop.,1.8,4.6,3.8,105.0,355.0,460.0,0
WO-02574,2024-02-10,MOT-652,motor,elektrisch,Unit_100,correctief,medium,onbalans,"Tijdens ronde geconstateerd: onbalans bij MOT-652. Gerepareerd ter plaatse, lager vervangen en uitgelijnd.",9.2,2.3,1.4,164.0,122.0,285.0,0
WO-02575,2024-12-18,SCH-674,schakelaar,elektrisch,Utiliteiten,verbetering,hoog,slijtage,"Melding ontvangen: schakelaar SCH-674 functioneert niet correct. Gerepareerd ter plaatse, lager vervangen en uitgelijnd.",1.2,2.5,0.8,238.0,134.0,372.0,0
WO-02576,2025-01-22,POM-215,pomp,mechanisch,Unit_400,correctief,kritiek,cavitatie,"Alarming op DCS voor POM-215: cavitatie gedetecteerd. Gerepareerd ter plaatse, lager vervangen en uitgelijnd.",1.8,8.6,6.0,152.0,660.0,812.0,0
WO-02577,2024-12-24,VEN-414,ventilator,mechanisch,Unit_100,correctief,kritiek,veroudering,"Operator meldt abnormaal geluid/trilling bij VEN-414 (ventilator). Schoongemaakt en geinspecteerd, geen verdere actie nodig.",0.8,4.4,4.7,117.0,315.0,432.0,0
WO-02578,2024-02-09,ANA-732,analyzer,instrumentatie,Unit_300,correctief,hoog,defect,"Storing op ANA-732 (analyzer) in Unit_300. Symptoom: defect. Elektrische metingen uitgevoerd: isolatie 61.15654218901918 MOhm, binnen spec.",2.6,11.8,16.0,246.0,616.0,861.0,0
WO-02579,2024-06-13,COM-694,compressor,mechanisch,Utiliteiten,preventief,laag,olie lek,"Storing op COM-694 (compressor) in Utiliteiten. Symptoom: olie lek. Gekalibreerd volgens SOP-804, resultaten binnen spec.",68.1,8.7,2.6,117.0,440.0,557.0,1
WO-02580,2024-06-15,CEN-130,centrifuge,mechanisch,Unit_300,preventief,medium,defect,"Storing op CEN-130 (centrifuge) in Unit_300. Symptoom: defect. Gekalibreerd volgens SOP-791, resultaten binnen spec.",4.6,2.1,0.6,278.0,163.0,441.0,0
WO-02581,2025-02-16,LEI-680,leiding,piping,Utiliteiten,correctief,laag,defect,"Operator meldt abnormaal geluid/trilling bij LEI-680 (leiding). Gerepareerd ter plaatse, lager vervangen en uitgelijnd.",32.3,6.9,9.7,83.0,535.0,619.0,1
WO-02582,2024-06-17,APP-374,appendage,piping,Unit_100,correctief,laag,veroudering,"Alarming op DCS voor APP-374: veroudering gedetecteerd. Gerepareerd ter plaatse, lager vervangen en uitgelijnd.",128.2,5.9,5.0,263.0,361.0,624.0,0
WO-02583,2024-07-30,TRA-536,transformator,elektrisch,Unit_200,preventief,medium,storing,"Tijdens ronde geconstateerd: storing bij TRA-536. Gekalibreerd volgens SOP-433, resultaten binnen spec.",4.3,5.7,1.7,171.0,326.0,497.0,0
WO-02584,2024-11-09,FLE-131,flens,piping,Unit_300,verbetering,laag,slijtage,"Tijdens ronde geconstateerd: slijtage bij FLE-131. Elektrische metingen uitgevoerd: isolatie 479.6048408730817 MOhm, binnen spec.",26.7,5.2,1.6,351.0,282.0,632.0,1
WO-02585,2024-05-07,TEM-495,temperatuursensor,instrumentatie,Utiliteiten,correctief,laag,storing,Tijdens ronde geconstateerd: storing bij TEM-495. Lekkage afgedicht met nieuwe pakking. Leidingtest uitgevoerd bij 7.858041226889608 bar.,1.8,2.3,3.5,272.0,121.0,394.0,0
WO-02586,2024-11-11,TEM-138,temperatuursensor,instrumentatie,Unit_300,preventief,hoog,veroudering,"Tijdens ronde geconstateerd: veroudering bij TEM-138. Vervangen door nieuw onderdeel, getest en vrijgegeven.",1.0,0.9,0.3,151.0,59.0,210.0,1
WO-02587,2024-10-04,CEN-326,centrifuge,mechanisch,Unit_100,verbetering,hoog,lekkage,"Tijdens ronde geconstateerd: lekkage bij CEN-326. Vervangen door nieuw onderdeel, getest en vrijgegeven.",5.2,1.3,0.4,692.0,86.0,779.0,0
WO-02588,2024-02-09,COM-186,compressor,mechanisch,Unit_400,preventief,laag,trillingen hoog,"Operator meldt abnormaal geluid/trilling bij COM-186 (compressor). Schoongemaakt en geinspecteerd, geen verdere actie nodig.",16.2,3.4,1.0,62.0,183.0,245.0,0
WO-02589,2025-10-24,NIV-512,niveaumeter,instrumentatie,Unit_300,preventief,laag,storing,"Alarming op DCS voor NIV-512: storing gedetecteerd. Gerepareerd ter plaatse, lager vervangen en uitgelijnd.",62.1,1.1,0.3,92.0,71.0,163.0,0
WO-02590,2025-09-03,CEN-251,centrifuge,mechanisch,Unit_100,predictief,laag,veroudering,"Operator meldt abnormaal geluid/trilling bij CEN-251 (centrifuge). Elektrische metingen uitgevoerd: isolatie 203.70879820117793 MOhm, binnen spec.",88.9,5.2,1.6,138.0,387.0,525.0,0
WO-02591,2025-08-04,DRU-378,druktransmitter,instrumentatie,Unit_100,preventief,medium,slijtage,Melding ontvangen: druktransmitter DRU-378 functioneert niet correct. Storingsanalyse met trilingsmetingen uitgevoerd. Aanbeveling: vervangen bij volgende stop.,6.0,1.2,0.4,159.0,69.0,228.0,1
WO-02592,2024-03-22,FLE-402,flens,piping,Unit_400,inspectie,kritiek,slijtage,"Melding ontvangen: flens FLE-402 functioneert niet correct. Gekalibreerd volgens SOP-932, resultaten binnen spec.",0.7,1.8,0.5,315.0,133.0,449.0,0
WO-02593,2025-03-10,ROE-666,roerder,mechanisch,Utiliteiten,correctief,medium,lekkage,Tijdens ronde geconstateerd: lekkage bij ROE-666. Root cause analyse uitgevoerd: lekkage. Preventieve maatregel ingevoerd.,0.4,5.0,3.1,55.0,265.0,320.0,0
WO-02594,2024-11-15,FLO-861,flowmeter,instrumentatie,Unit_100,correctief,medium,lekkage,"Operator meldt abnormaal geluid/trilling bij FLO-861 (flowmeter). Onderdeel besteld, verwachte levertijd 10 dagen. Bypass ingeschakeld.",2.8,3.1,4.4,187.0,182.0,369.0,1
WO-02595,2025-07-26,ANA-606,analyzer,instrumentatie,Unit_100,preventief,hoog,lekkage,"Melding ontvangen: analyzer ANA-606 functioneert niet correct. Vervangen door nieuw onderdeel, getest en vrijgegeven.",2.4,11.7,3.5,194.0,608.0,802.0,0
WO-02596,2024-01-05,FRE-942,frequentieregelaar,elektrisch,Unit_400,inspectie,medium,veroudering,Melding ontvangen: frequentieregelaar FRE-942 functioneert niet correct. Lekkage afgedicht met nieuwe pakking. Leidingtest uitgevoerd bij 18.148597124490248 bar.,10.7,5.2,1.6,441.0,272.0,713.0,0
WO-02597,2025-03-19,DRU-468,druktransmitter,instrumentatie,Unit_300,correctief,medium,slijtage,Tijdens ronde geconstateerd: slijtage bij DRU-468. Lekkage afgedicht met nieuwe pakking. Leidingtest uitgevoerd bij 30.96997914073946 bar.,11.9,3.1,4.0,498.0,233.0,731.0,0
WO-02598,2024-07-02,KLE-362,klep,instrumentatie,Unit_300,correctief,laag,actuator defect,"Alarming op DCS voor KLE-362: actuator defect gedetecteerd. Schoongemaakt en geinspecteerd, geen verdere actie nodig.",3.8,2.1,2.5,78.0,130.0,209.0,0
WO-02599,2025-01-20,POM-596,pomp,mechanisch,Unit_100,predictief,medium,motor oververhitting,"Alarming op DCS voor POM-596: motor oververhitting gedetecteerd. Onderdeel besteld, verwachte levertijd 16 dagen. Bypass ingeschakeld.",7.7,0.4,0.1,1044.0,26.0,1070.0,0
WO-02600,2025-11-19,VEN-443,ventilator,mechanisch,Unit_100,preventief,medium,lekkage,"Alarming op DCS voor VEN-443: lekkage gedetecteerd. Gekalibreerd volgens SOP-580, resultaten binnen spec.",40.2,6.3,1.9,288.0,377.0,665.0,0
WO-02601,2025-04-23,ROE-894,roerder,mechanisch,Unit_100,predictief,medium,slijtage,"Operator meldt abnormaal geluid/trilling bij ROE-894 (roerder). Schoongemaakt en geinspecteerd, geen verdere actie nodig.",7.3,13.2,4.0,267.0,934.0,1200.0,0
WO-02602,2024-11-19,TEM-115,temperatuursensor,instrumentatie,Utiliteiten,predictief,kritiek,lekkage,"Storing op TEM-115 (temperatuursensor) in Utiliteiten. Symptoom: lekkage. Gekalibreerd volgens SOP-619, resultaten binnen spec.",0.3,0.3,0.1,466.0,22.0,487.0,0
WO-02603,2025-07-11,NIV-983,niveaumeter,instrumentatie,Unit_100,preventief,hoog,storing,"Melding ontvangen: niveaumeter NIV-983 functioneert niet correct. Onderdeel besteld, verwachte levertijd 15 dagen. Bypass ingeschakeld.",10.1,2.8,0.8,69.0,214.0,283.0,0
WO-02604,2025-02-08,ROE-141,roerder,mechanisch,Unit_400,inspectie,kritiek,slijtage,Storing op ROE-141 (roerder) in Unit_400. Symptoom: slijtage. Storingsanalyse met trilingsmetingen uitgevoerd. Aanbeveling: vervangen bij volgende stop.,0.5,2.5,0.8,207.0,150.0,357.0,0
WO-02605,2025-06-21,VEN-663,ventilator,mechanisch,Unit_100,preventief,medium,storing,Tijdens ronde geconstateerd: storing bij VEN-663. Root cause analyse uitgevoerd: storing. Preventieve maatregel ingevoerd.,19.8,6.3,1.9,125.0,351.0,475.0,0
WO-02606,2024-09-12,TRA-364,transformator,elektrisch,Utiliteiten,correctief,hoog,slijtage,"Operator meldt abnormaal geluid/trilling bij TRA-364 (transformator). Gekalibreerd volgens SOP-618, resultaten binnen spec.",6.6,1.2,1.6,299.0,77.0,376.0,0
WO-02607,2025-02-08,TRA-238,transportband,mechanisch,Unit_300,preventief,hoog,lekkage,"Tijdens ronde geconstateerd: lekkage bij TRA-238. Onderdeel besteld, verwachte levertijd 3 dagen. Bypass ingeschakeld.",6.4,6.9,2.1,386.0,549.0,935.0,1
WO-02608,2024-03-18,CEN-686,centrifuge,mechanisch,Unit_400,preventief,medium,slijtage,"Alarming op DCS voor CEN-686: slijtage gedetecteerd. Gekalibreerd volgens SOP-463, resultaten binnen spec.",15.9,4.5,1.4,397.0,271.0,668.0,0
WO-02609,2024-10-07,MOT-933,motor,elektrisch,Unit_300,predictief,medium,isolatie defect,"Storing op MOT-933 (motor) in Unit_300. Symptoom: isolatie defect. Tijdelijke reparatie uitgevoerd, definitieve reparatie gepland voor volgende stop.",13.2,7.3,2.2,162.0,375.0,537.0,0
WO-02610,2025-11-17,FLO-104,flowmeter,instrumentatie,Unit_400,preventief,hoog,storing,"Storing op FLO-104 (flowmeter) in Unit_400. Symptoom: storing. Vervangen door nieuw onderdeel, getest en vrijgegeven.",3.7,1.3,0.4,126.0,78.0,204.0,1
WO-02611,2025-12-29,TRA-365,transportband,mechanisch,Utiliteiten,preventief,medium,storing,Melding ontvangen: transportband TRA-365 functioneert niet correct. Root cause analyse uitgevoerd: storing. Preventieve maatregel ingevoerd.,0.3,9.1,2.7,452.0,716.0,1167.0,1
WO-02612,2024-06-26,COM-976,compressor,mechanisch,Unit_200,preventief,medium,olie lek,"Operator meldt abnormaal geluid/trilling bij COM-976 (compressor). Onderdeel besteld, verwachte levertijd 2 dagen. Bypass ingeschakeld.",8.1,0.9,0.3,105.0,48.0,153.0,0
WO-02613,2024-11-25,PLC-761,PLC,elektrisch,Unit_200,correctief,kritiek,veroudering,"Operator meldt abnormaal geluid/trilling bij PLC-761 (PLC). Vervangen door nieuw onderdeel, getest en vrijgegeven.",0.4,6.7,6.5,169.0,520.0,689.0,0
WO-02614,2025-05-12,DRU-816,druktransmitter,instrumentatie,Utiliteiten,correctief,medium,storing,"Operator meldt abnormaal geluid/trilling bij DRU-816 (druktransmitter). Onderdeel besteld, verwachte levertijd 10 dagen. Bypass ingeschakeld.",5.8,3.4,3.4,82.0,212.0,294.0,0
WO-02615,2024-08-02,KLE-231,klep,instrumentatie,Unit_100,preventief,medium,lekkage,"Melding ontvangen: klep KLE-231 functioneert niet correct. Schoongemaakt en geinspecteerd, geen verdere actie nodig.",3.7,0.5,0.1,212.0,36.0,248.0,0
WO-02616,2025-09-16,KLE-941,klep,instrumentatie,Unit_200,preventief,medium,actuator defect,"Storing op KLE-941 (klep) in Unit_200. Symptoom: actuator defect. Gekalibreerd volgens SOP-807, resultaten binnen spec.",13.8,9.0,2.7,257.0,686.0,943.0,0
WO-02617,2024-12-04,FLO-959,flowmeter,instrumentatie,Unit_200,correctief,medium,defect,"Operator meldt abnormaal geluid/trilling bij FLO-959 (flowmeter). Tijdelijke reparatie uitgevoerd, definitieve reparatie gepland voor volgende stop.",38.1,6.0,7.6,103.0,405.0,508.0,0
WO-02618,2025-03-17,PLC-917,PLC,elektrisch,Unit_400,preventief,kritiek,storing,"Alarming op DCS voor PLC-917: storing gedetecteerd. Vervangen door nieuw onderdeel, getest en vrijgegeven.",3.1,3.9,1.2,134.0,202.0,336.0,0
WO-02619,2025-04-02,ANA-785,analyzer,instrumentatie,Unit_100,correctief,hoog,storing,"Tijdens ronde geconstateerd: storing bij ANA-785. Onderdeel besteld, verwachte levertijd 5 dagen. Bypass ingeschakeld.",1.5,0.6,0.4,136.0,35.0,172.0,0
WO-02620,2024-04-28,KLE-849,klep,instrumentatie,Unit_100,verbetering,laag,actuator defect,"Melding ontvangen: klep KLE-849 functioneert niet correct. Gerepareerd ter plaatse, lager vervangen en uitgelijnd.",30.9,16.1,4.8,409.0,1265.0,1674.0,0
WO-02621,2024-06-20,PAK-802,pakking,piping,Unit_400,preventief,kritiek,defect,Storing op PAK-802 (pakking) in Unit_400. Symptoom: defect. Root cause analyse uitgevoerd: defect. Preventieve maatregel ingevoerd.,0.4,0.5,0.2,105.0,35.0,140.0,0
WO-02622,2024-11-09,ROE-274,roerder,mechanisch,Unit_400,preventief,hoog,veroudering,"Storing op ROE-274 (roerder) in Unit_400. Symptoom: veroudering. Elektrische metingen uitgevoerd: isolatie 111.65014528441176 MOhm, binnen spec.",3.7,2.3,0.7,92.0,126.0,218.0,0
WO-02623,2025-01-12,ANA-774,analyzer,instrumentatie,Unit_200,correctief,kritiek,slijtage,Storing op ANA-774 (analyzer) in Unit_200. Symptoom: slijtage. Lekkage afgedicht met nieuwe pakking. Leidingtest uitgevoerd bij 8.644415087849396 bar.,0.3,18.1,24.6,52.0,1054.0,1106.0,0
WO-02624,2024-09-11,ANA-248,analyzer,instrumentatie,Unit_400,inspectie,hoog,veroudering,"Tijdens ronde geconstateerd: veroudering bij ANA-248. Vervangen door nieuw onderdeel, getest en vrijgegeven.",6.0,0.9,0.3,224.0,46.0,271.0,1
WO-02625,2025-05-13,FLO-296,flowmeter,instrumentatie,Utiliteiten,correctief,hoog,veroudering,"Operator meldt abnormaal geluid/trilling bij FLO-296 (flowmeter). Elektrische metingen uitgevoerd: isolatie 363.81795415377354 MOhm, binnen spec.",3.7,1.5,1.5,70.0,120.0,190.0,0
WO-02626,2024-01-27,FLE-664,flens,piping,Unit_300,inspectie,medium,defect,"Operator meldt abnormaal geluid/trilling bij FLE-664 (flens). Gekalibreerd volgens SOP-909, resultaten binnen spec.",2.8,1.0,0.3,263.0,75.0,337.0,0
WO-02627,2025-11-12,POM-861,pomp,mechanisch,Utiliteiten,verbetering,kritiek,motor oververhitting,Melding ontvangen: pomp POM-861 functioneert niet correct. Storingsanalyse met trilingsmetingen uitgevoerd. Aanbeveling: vervangen bij volgende stop.,1.7,3.6,1.1,200.0,240.0,440.0,0
WO-02628,2024-06-06,KLE-225,klep,instrumentatie,Unit_200,preventief,medium,erosie,Operator meldt abnormaal geluid/trilling bij KLE-225 (klep). Storingsanalyse met trilingsmetingen uitgevoerd. Aanbeveling: vervangen bij volgende stop.,4.2,4.1,1.2,98.0,210.0,308.0,1
WO-02629,2024-01-03,FRE-352,frequentieregelaar,elektrisch,Unit_400,predictief,laag,veroudering,"Alarming op DCS voor FRE-352: veroudering gedetecteerd. Tijdelijke reparatie uitgevoerd, definitieve reparatie gepland voor volgende stop.",72.9,8.2,2.5,181.0,503.0,684.0,0
WO-02630,2025-02-12,DRU-667,druktransmitter,instrumentatie,Unit_200,preventief,medium,storing,"Alarming op DCS voor DRU-667: storing gedetecteerd. Tijdelijke reparatie uitgevoerd, definitieve reparatie gepland voor volgende stop.",5.4,3.8,1.2,357.0,305.0,662.0,0
WO-02631,2025-09-19,POM-563,pomp,mechanisch,Unit_200,correctief,hoog,motor oververhitting,"Operator meldt abnormaal geluid/trilling bij POM-563 (pomp). Onderdeel besteld, verwachte levertijd 29 dagen. Bypass ingeschakeld.",2.4,8.9,5.2,114.0,619.0,733.0,0
WO-02632,2024-11-20,FIL-415,filter,piping,Unit_400,correctief,hoog,veroudering,Operator meldt abnormaal geluid/trilling bij FIL-415 (filter). Storingsanalyse met trilingsmetingen uitgevoerd. Aanbeveling: vervangen bij volgende stop.,1.6,15.1,16.2,171.0,835.0,1006.0,0
